instance_id,seed,n,k,method,revenue_in_sample,revenue_out_sample,solver_runtime,status_code,result_path,gcn_inference_time,candidate_generation_time,bundle_space_size,bundle_space_fraction,full_bundle_space_size,raw_customer_bundle_count,unique_threshold_bundle_count,threshold,ratio_to_bsp,ratio_to_cpbsd_a,run_root
cpbsd_instance_001_N5_K50_normal_rho0.5_full_zero,20260413,5,50,FCP-pruned-MB,25.13065383984496,23.115329958295405,0.4022960662841797,2,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/fcp_mb_phase2_shortlist_n5_5inst/normal_rho0.5_full_zero/runs/seed_20260413/results/cpbsd_instance_001_N5_K50_normal_rho0.5_full_zero__fcp_pruned_mb.json,0.06508398056030273,7.510185241699219e-05,10,0.3125,32,50,9,0.5,1.0000000000012488,1.0000000000012497,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/fcp_mb_phase2_shortlist_n5_5inst/normal_rho0.5_full_zero/runs/seed_20260413
cpbsd_instance_001_N5_K50_normal_rho0.5_full_zero,20260413,5,50,BSP,25.130653839813576,23.290505683661326,0.1905369758605957,2,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/fcp_mb_phase2_shortlist_n5_5inst/normal_rho0.5_full_zero/runs/seed_20260413/results/cpbsd_instance_001_N5_K50_normal_rho0.5_full_zero__bsp.json,,,,,32,,,,1.0,1.0000000000000007,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/fcp_mb_phase2_shortlist_n5_5inst/normal_rho0.5_full_zero/runs/seed_20260413
cpbsd_instance_001_N5_K50_normal_rho0.5_full_zero,20260413,5,50,CPBSD-A,25.130653839813558,23.32572998905235,0.2150888442993164,2,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/fcp_mb_phase2_shortlist_n5_5inst/normal_rho0.5_full_zero/runs/seed_20260413/results/cpbsd_instance_001_N5_K50_normal_rho0.5_full_zero__cpbsd_a.json,,,,,32,,,,0.9999999999999993,1.0,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/fcp_mb_phase2_shortlist_n5_5inst/normal_rho0.5_full_zero/runs/seed_20260413
cpbsd_instance_001_N5_K50_normal_rho0.5_full_zero,20260414,5,50,FCP-pruned-MB,25.233163900683238,22.64873717736846,0.49742889404296875,2,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/fcp_mb_phase2_shortlist_n5_5inst/normal_rho0.5_full_zero/runs/seed_20260414/results/cpbsd_instance_001_N5_K50_normal_rho0.5_full_zero__fcp_pruned_mb.json,0.06035304069519043,6.508827209472656e-05,7,0.21875,32,50,6,0.5,0.9971330421886916,0.9971330421886891,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/fcp_mb_phase2_shortlist_n5_5inst/normal_rho0.5_full_zero/runs/seed_20260414
cpbsd_instance_001_N5_K50_normal_rho0.5_full_zero,20260414,5,50,BSP,25.305714316012267,22.16948387644054,0.3238332271575928,2,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/fcp_mb_phase2_shortlist_n5_5inst/normal_rho0.5_full_zero/runs/seed_20260414/results/cpbsd_instance_001_N5_K50_normal_rho0.5_full_zero__bsp.json,,,,,32,,,,1.0,0.9999999999999974,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/fcp_mb_phase2_shortlist_n5_5inst/normal_rho0.5_full_zero/runs/seed_20260414
cpbsd_instance_001_N5_K50_normal_rho0.5_full_zero,20260414,5,50,CPBSD-A,25.30571431601233,22.30441756407993,0.26047825813293457,2,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/fcp_mb_phase2_shortlist_n5_5inst/normal_rho0.5_full_zero/runs/seed_20260414/results/cpbsd_instance_001_N5_K50_normal_rho0.5_full_zero__cpbsd_a.json,,,,,32,,,,1.0000000000000024,1.0,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/fcp_mb_phase2_shortlist_n5_5inst/normal_rho0.5_full_zero/runs/seed_20260414
cpbsd_instance_001_N5_K50_normal_rho0.5_full_zero,20260415,5,50,FCP-pruned-MB,25.47102034256418,21.992022737084792,0.33629488945007324,2,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/fcp_mb_phase2_shortlist_n5_5inst/normal_rho0.5_full_zero/runs/seed_20260415/results/cpbsd_instance_001_N5_K50_normal_rho0.5_full_zero__fcp_pruned_mb.json,0.06035184860229492,6.604194641113281e-05,8,0.25,32,50,7,0.5,1.0026166605539146,1.0026166605539137,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/fcp_mb_phase2_shortlist_n5_5inst/normal_rho0.5_full_zero/runs/seed_20260415
cpbsd_instance_001_N5_K50_normal_rho0.5_full_zero,20260415,5,50,BSP,25.40454527106325,21.945172838036182,0.3632190227508545,2,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/fcp_mb_phase2_shortlist_n5_5inst/normal_rho0.5_full_zero/runs/seed_20260415/results/cpbsd_instance_001_N5_K50_normal_rho0.5_full_zero__bsp.json,,,,,32,,,,1.0,0.999999999999999,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/fcp_mb_phase2_shortlist_n5_5inst/normal_rho0.5_full_zero/runs/seed_20260415
cpbsd_instance_001_N5_K50_normal_rho0.5_full_zero,20260415,5,50,CPBSD-A,25.404545271063274,21.945172838036182,0.535057783126831,2,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/fcp_mb_phase2_shortlist_n5_5inst/normal_rho0.5_full_zero/runs/seed_20260415/results/cpbsd_instance_001_N5_K50_normal_rho0.5_full_zero__cpbsd_a.json,,,,,32,,,,1.0000000000000009,1.0,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/fcp_mb_phase2_shortlist_n5_5inst/normal_rho0.5_full_zero/runs/seed_20260415
cpbsd_instance_001_N5_K50_normal_rho0.5_full_zero,20260416,5,50,FCP-pruned-MB,24.604220597554562,23.707448053678014,0.5156509876251221,2,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/fcp_mb_phase2_shortlist_n5_5inst/normal_rho0.5_full_zero/runs/seed_20260416/results/cpbsd_instance_001_N5_K50_normal_rho0.5_full_zero__fcp_pruned_mb.json,0.061061859130859375,5.7220458984375e-05,9,0.28125,32,50,8,0.5,1.00058463238159,0.9999999999999987,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/fcp_mb_phase2_shortlist_n5_5inst/normal_rho0.5_full_zero/runs/seed_20260416
cpbsd_instance_001_N5_K50_normal_rho0.5_full_zero,20260416,5,50,BSP,24.58984457815591,23.670296259035542,0.34832000732421875,2,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/fcp_mb_phase2_shortlist_n5_5inst/normal_rho0.5_full_zero/runs/seed_20260416/results/cpbsd_instance_001_N5_K50_normal_rho0.5_full_zero__bsp.json,,,,,32,,,,1.0,0.9994157092137227,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/fcp_mb_phase2_shortlist_n5_5inst/normal_rho0.5_full_zero/runs/seed_20260416
cpbsd_instance_001_N5_K50_normal_rho0.5_full_zero,20260416,5,50,CPBSD-A,24.604220597554594,23.72968410494089,0.6324341297149658,2,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/fcp_mb_phase2_shortlist_n5_5inst/normal_rho0.5_full_zero/runs/seed_20260416/results/cpbsd_instance_001_N5_K50_normal_rho0.5_full_zero__cpbsd_a.json,,,,,32,,,,1.0005846323815912,1.0,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/fcp_mb_phase2_shortlist_n5_5inst/normal_rho0.5_full_zero/runs/seed_20260416
cpbsd_instance_001_N5_K50_normal_rho0.5_full_zero,20260417,5,50,FCP-pruned-MB,24.624571548715657,23.47731742773404,0.32663702964782715,2,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/fcp_mb_phase2_shortlist_n5_5inst/normal_rho0.5_full_zero/runs/seed_20260417/results/cpbsd_instance_001_N5_K50_normal_rho0.5_full_zero__fcp_pruned_mb.json,0.06081199645996094,6.604194641113281e-05,8,0.25,32,50,7,0.5,0.9987581927971971,0.9987581927971839,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/fcp_mb_phase2_shortlist_n5_5inst/normal_rho0.5_full_zero/runs/seed_20260417
cpbsd_instance_001_N5_K50_normal_rho0.5_full_zero,20260417,5,50,BSP,24.655188539430384,23.551321750715154,0.28613805770874023,2,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/fcp_mb_phase2_shortlist_n5_5inst/normal_rho0.5_full_zero/runs/seed_20260417/results/cpbsd_instance_001_N5_K50_normal_rho0.5_full_zero__bsp.json,,,,,32,,,,1.0,0.9999999999999868,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/fcp_mb_phase2_shortlist_n5_5inst/normal_rho0.5_full_zero/runs/seed_20260417
cpbsd_instance_001_N5_K50_normal_rho0.5_full_zero,20260417,5,50,CPBSD-A,24.65518853943071,23.504278190902543,0.3977940082550049,2,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/fcp_mb_phase2_shortlist_n5_5inst/normal_rho0.5_full_zero/runs/seed_20260417/results/cpbsd_instance_001_N5_K50_normal_rho0.5_full_zero__cpbsd_a.json,,,,,32,,,,1.0000000000000133,1.0,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/fcp_mb_phase2_shortlist_n5_5inst/normal_rho0.5_full_zero/runs/seed_20260417
