split,index_in_split,filename,instance_path,result_path,solver_status,runtime,wall_time,mip_gap,objective,x_positive_rate,x_mean,has_solution,error
train,0,cpbsd_instance_001_N5_K50_normal_rho0.0_full_random_corr.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_001_N5_K50_normal_rho0.0_full_random_corr.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/results/cpbsd_instance_001_N5_K50_normal_rho0.0_full_random_corr__mb.json,2,7.6420979499816895,7.6421239376068115,0.009820688342598584,10.437606998441208,0.948,0.948,True,
train,1,cpbsd_instance_002_N5_K50_normal_rho0.0_full_random_corr.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_002_N5_K50_normal_rho0.0_full_random_corr.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/results/cpbsd_instance_002_N5_K50_normal_rho0.0_full_random_corr__mb.json,2,7.370422124862671,7.370446681976318,0.00975432654837639,12.564255903669709,0.864,0.864,True,
train,2,cpbsd_instance_003_N5_K50_normal_rho0.0_full_random_corr.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_003_N5_K50_normal_rho0.0_full_random_corr.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/results/cpbsd_instance_003_N5_K50_normal_rho0.0_full_random_corr__mb.json,2,0.7268860340118408,0.7269089221954346,0.008082295041695041,10.030066552615656,0.82,0.82,True,
train,3,cpbsd_instance_004_N5_K50_normal_rho0.0_full_random_corr.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_004_N5_K50_normal_rho0.0_full_random_corr.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/results/cpbsd_instance_004_N5_K50_normal_rho0.0_full_random_corr__mb.json,2,9.114017963409424,9.114038944244385,0.00963292025077704,5.903451324024396,0.8,0.8,True,
train,4,cpbsd_instance_005_N5_K50_normal_rho0.0_full_random_corr.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_005_N5_K50_normal_rho0.0_full_random_corr.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/results/cpbsd_instance_005_N5_K50_normal_rho0.0_full_random_corr__mb.json,2,0.5854790210723877,0.5855000019073486,0.007171800720582309,11.358720122965039,0.836,0.836,True,
train,5,cpbsd_instance_006_N5_K50_normal_rho0.0_full_random_corr.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_006_N5_K50_normal_rho0.0_full_random_corr.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/results/cpbsd_instance_006_N5_K50_normal_rho0.0_full_random_corr__mb.json,2,13.770097970962524,13.770117044448853,0.009896046525800008,7.820321915631625,0.844,0.844,True,
train,6,cpbsd_instance_007_N5_K50_normal_rho0.0_full_random_corr.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_007_N5_K50_normal_rho0.0_full_random_corr.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/results/cpbsd_instance_007_N5_K50_normal_rho0.0_full_random_corr__mb.json,2,1.8473129272460938,1.8473331928253174,0.009103450604319994,9.49481378148357,0.796,0.796,True,
train,7,cpbsd_instance_008_N5_K50_normal_rho0.0_full_random_corr.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_008_N5_K50_normal_rho0.0_full_random_corr.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/results/cpbsd_instance_008_N5_K50_normal_rho0.0_full_random_corr__mb.json,2,7.244488954544067,7.244509935379028,0.00992951963749842,10.574012380494871,0.804,0.804,True,
train,8,cpbsd_instance_009_N5_K50_normal_rho0.0_full_random_corr.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_009_N5_K50_normal_rho0.0_full_random_corr.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/results/cpbsd_instance_009_N5_K50_normal_rho0.0_full_random_corr__mb.json,2,11.879215002059937,11.879234075546265,0.009608433495724152,5.35927756125741,0.8,0.8,True,
train,9,cpbsd_instance_010_N5_K50_normal_rho0.0_full_random_corr.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_010_N5_K50_normal_rho0.0_full_random_corr.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/results/cpbsd_instance_010_N5_K50_normal_rho0.0_full_random_corr__mb.json,2,2.351217031478882,2.3512330055236816,0.00876886012029052,8.522754106257567,0.876,0.876,True,
train,10,cpbsd_instance_011_N5_K50_normal_rho0.0_full_random_corr.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_011_N5_K50_normal_rho0.0_full_random_corr.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/results/cpbsd_instance_011_N5_K50_normal_rho0.0_full_random_corr__mb.json,2,61.30952787399292,61.30954384803772,0.009991645353380665,4.212985074816632,0.88,0.88,True,
train,11,cpbsd_instance_012_N5_K50_normal_rho0.0_full_random_corr.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_012_N5_K50_normal_rho0.0_full_random_corr.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/results/cpbsd_instance_012_N5_K50_normal_rho0.0_full_random_corr__mb.json,2,0.45693206787109375,0.45694708824157715,0.008848369416668337,12.29912516557365,0.936,0.936,True,
train,12,cpbsd_instance_013_N5_K50_normal_rho0.0_full_random_corr.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_013_N5_K50_normal_rho0.0_full_random_corr.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/results/cpbsd_instance_013_N5_K50_normal_rho0.0_full_random_corr__mb.json,2,17.079939126968384,17.079960823059082,0.00991263253580777,8.028228356935356,0.788,0.788,True,
