split,index_in_split,filename,instance_path,result_path,solver_status,runtime,wall_time,mip_gap,objective,x_positive_rate,x_mean,has_solution,error
train,1401,cpbsd_instance_2183_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_2183_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_mb_labels_chunked_run1/train/train_chunk_008/cpbsd_instance_2183_N5_K50_normal_rho0.0_full_hvhm__mb.json,2,220.47755599021912,220.48024892807007,0.009774585010137914,1.5473036492134016,0.584,0.584,True,
train,1402,cpbsd_instance_2184_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_2184_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_mb_labels_chunked_run1/train/train_chunk_008/cpbsd_instance_2184_N5_K50_normal_rho0.0_full_hvhm__mb.json,2,169.16008186340332,169.16220903396606,0.009751037865297726,1.7453831748161404,0.54,0.54,True,
train,1403,cpbsd_instance_2185_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_2185_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_mb_labels_chunked_run1/train/train_chunk_008/cpbsd_instance_2185_N5_K50_normal_rho0.0_full_hvhm__mb.json,2,233.32941603660583,233.33152103424072,0.009636295578339978,1.616115691339928,0.552,0.552,True,
train,1404,cpbsd_instance_2186_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_2186_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_mb_labels_chunked_run1/train/train_chunk_008/cpbsd_instance_2186_N5_K50_normal_rho0.0_full_hvhm__mb.json,2,94.68610715866089,94.68797516822815,0.009871000763156503,1.7073817602714205,0.592,0.592,True,
train,1405,cpbsd_instance_2187_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_2187_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_mb_labels_chunked_run1/train/train_chunk_008/cpbsd_instance_2187_N5_K50_normal_rho0.0_full_hvhm__mb.json,9,300.01168608665466,300.0137960910797,0.017306538379551296,1.5166232194094413,0.6,0.6,True,
train,1406,cpbsd_instance_2188_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_2188_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_mb_labels_chunked_run1/train/train_chunk_008/cpbsd_instance_2188_N5_K50_normal_rho0.0_full_hvhm__mb.json,2,98.3693630695343,98.37149000167847,0.009266893816785311,1.6262415764688245,0.62,0.62,True,
train,1407,cpbsd_instance_2189_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_2189_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_mb_labels_chunked_run1/train/train_chunk_008/cpbsd_instance_2189_N5_K50_normal_rho0.0_full_hvhm__mb.json,2,122.34790301322937,122.35003018379211,0.00985188529626452,1.7221810352884739,0.568,0.568,True,
train,1408,cpbsd_instance_218_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_218_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_mb_labels_chunked_run1/train/train_chunk_008/cpbsd_instance_218_N5_K50_normal_rho0.0_full_hvhm__mb.json,9,300.0122699737549,300.01430010795593,0.016745707672972877,1.7883111828715235,0.688,0.688,True,
train,1409,cpbsd_instance_2190_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_2190_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_mb_labels_chunked_run1/train/train_chunk_008/cpbsd_instance_2190_N5_K50_normal_rho0.0_full_hvhm__mb.json,9,300.0060660839081,300.00837898254395,0.013482475965429893,1.5821525703381043,0.616,0.616,True,
train,1410,cpbsd_instance_2191_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_2191_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_mb_labels_chunked_run1/train/train_chunk_008/cpbsd_instance_2191_N5_K50_normal_rho0.0_full_hvhm__mb.json,9,300.00670099258423,300.008780002594,0.016814643781311995,1.7553956950871146,0.56,0.56,True,
train,1411,cpbsd_instance_2192_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_2192_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_mb_labels_chunked_run1/train/train_chunk_008/cpbsd_instance_2192_N5_K50_normal_rho0.0_full_hvhm__mb.json,2,121.06401896476746,121.06588101387024,0.009466312269953727,1.559868483488983,0.548,0.548,True,
train,1412,cpbsd_instance_2193_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_2193_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_mb_labels_chunked_run1/train/train_chunk_008/cpbsd_instance_2193_N5_K50_normal_rho0.0_full_hvhm__mb.json,2,59.292035818099976,59.29435086250305,0.009791706590587283,1.8663073335173475,0.632,0.632,True,
