strategy,group,ts,equity,return_pct
benchmark_btc_buy_hold,benchmark,2026-01-23T12:00:00+00:00,10000.0,0.0
benchmark_btc_buy_hold,benchmark,2026-01-23T13:00:00+00:00,10009.86958923016,0.0009869589230160347
benchmark_btc_buy_hold,benchmark,2026-01-23T14:00:00+00:00,10000.369689494431,3.696894944305029e-05
benchmark_btc_buy_hold,benchmark,2026-01-23T15:00:00+00:00,10054.982910262916,0.005498291026291513
benchmark_btc_buy_hold,benchmark,2026-01-23T16:00:00+00:00,10096.466552623058,0.009646655262305792
benchmark_btc_buy_hold,benchmark,2026-01-23T17:00:00+00:00,10151.001354407874,0.015100135440787366
benchmark_btc_buy_hold,benchmark,2026-01-23T18:00:00+00:00,10183.455610934294,0.01834556109342933
benchmark_btc_buy_hold,benchmark,2026-01-23T19:00:00+00:00,10134.141272919347,0.013414127291934808
benchmark_btc_buy_hold,benchmark,2026-01-23T20:00:00+00:00,10074.150750413659,0.007415075041365959
benchmark_btc_buy_hold,benchmark,2026-01-23T21:00:00+00:00,10052.663948888747,0.005266394888874704
benchmark_btc_buy_hold,benchmark,2026-01-23T22:00:00+00:00,10041.87573727848,0.00418757372784806
benchmark_btc_buy_hold,benchmark,2026-01-23T23:00:00+00:00,10038.537329116632,0.0038537329116632435
benchmark_btc_buy_hold,benchmark,2026-01-24T00:00:00+00:00,10022.37181576916,0.002237181576915992
benchmark_btc_buy_hold,benchmark,2026-01-24T01:00:00+00:00,10032.218999575416,0.0032218999575415186
benchmark_btc_buy_hold,benchmark,2026-01-24T02:00:00+00:00,10049.504784118139,0.004950478411813952
benchmark_btc_buy_hold,benchmark,2026-01-24T03:00:00+00:00,10071.674951072155,0.007167495107215371
benchmark_btc_buy_hold,benchmark,2026-01-24T04:00:00+00:00,10064.5164181345,0.0064516418134501485
benchmark_btc_buy_hold,benchmark,2026-01-24T05:00:00+00:00,10057.99643977814,0.005799643977814073
benchmark_btc_buy_hold,benchmark,2026-01-24T06:00:00+00:00,10043.79140102236,0.0043791401022359455
benchmark_btc_buy_hold,benchmark,2026-01-24T07:00:00+00:00,10081.118837248121,0.008111883724812197
benchmark_btc_buy_hold,benchmark,2026-01-24T08:00:00+00:00,10044.91167221761,0.0044911672217609055
benchmark_btc_buy_hold,benchmark,2026-01-24T09:00:00+00:00,10039.086262002305,0.0039086262002305805
benchmark_btc_buy_hold,benchmark,2026-01-24T10:00:00+00:00,10040.66584438761,0.004066584438760845
benchmark_btc_buy_hold,benchmark,2026-01-24T11:00:00+00:00,10037.002557579139,0.003700255757913773
benchmark_btc_buy_hold,benchmark,2026-01-24T12:00:00+00:00,10030.8074578694,0.0030807457869399535
benchmark_btc_buy_hold,benchmark,2026-01-24T13:00:00+00:00,10031.670066689743,0.0031670066689744036
benchmark_btc_buy_hold,benchmark,2026-01-24T14:00:00+00:00,10021.6548422042,0.0021654842204199554
benchmark_btc_buy_hold,benchmark,2026-01-24T15:00:00+00:00,10004.24582783,0.00042458278300006036
benchmark_btc_buy_hold,benchmark,2026-01-24T16:00:00+00:00,10001.904461031925,0.00019044610319252087
benchmark_btc_buy_hold,benchmark,2026-01-24T17:00:00+00:00,10015.49335063032,0.001549335063032009
benchmark_btc_buy_hold,benchmark,2026-01-24T18:00:00+00:00,10073.489790408461,0.007348979040846082
benchmark_btc_buy_hold,benchmark,2026-01-24T19:00:00+00:00,10055.509437724684,0.005550943772468342
benchmark_btc_buy_hold,benchmark,2026-01-24T20:00:00+00:00,10013.835349261348,0.001383534926134855
benchmark_btc_buy_hold,benchmark,2026-01-24T21:00:00+00:00,10014.328268587258,0.0014328268587258108
benchmark_btc_buy_hold,benchmark,2026-01-24T22:00:00+00:00,10019.660759476654,0.001966075947665402
benchmark_btc_buy_hold,benchmark,2026-01-24T23:00:00+00:00,9999.663918641425,-3.360813585751021e-05
benchmark_btc_buy_hold,benchmark,2026-01-25T00:00:00+00:00,10005.903829198973,0.0005903829198972144
benchmark_btc_buy_hold,benchmark,2026-01-25T01:00:00+00:00,9990.57851924794,-0.0009421480752059841
benchmark_btc_buy_hold,benchmark,2026-01-25T02:00:00+00:00,9986.321488705986,-0.0013678511294014095
benchmark_btc_buy_hold,benchmark,2026-01-25T03:00:00+00:00,9965.932552952418,-0.0034067447047582133
benchmark_btc_buy_hold,benchmark,2026-01-25T04:00:00+00:00,9970.648894684424,-0.0029351105315575943
benchmark_btc_buy_hold,benchmark,2026-01-25T05:00:00+00:00,9969.50621806527,-0.0030493781934730624
benchmark_btc_buy_hold,benchmark,2026-01-25T06:00:00+00:00,9952.881393527745,-0.004711860647225508
benchmark_btc_buy_hold,benchmark,2026-01-25T07:00:00+00:00,9937.107975098612,-0.006289202490138868
benchmark_btc_buy_hold,benchmark,2026-01-25T08:00:00+00:00,9892.341938136384,-0.010765806186361582
benchmark_btc_buy_hold,benchmark,2026-01-25T09:00:00+00:00,9903.656677208419,-0.009634332279158109
benchmark_btc_buy_hold,benchmark,2026-01-25T10:00:00+00:00,9944.994684313178,-0.005500531568682132
benchmark_btc_buy_hold,benchmark,2026-01-25T11:00:00+00:00,9922.802111935256,-0.0077197888064743925
benchmark_btc_buy_hold,benchmark,2026-01-25T12:00:00+00:00,9947.582510774208,-0.005241748922579226
benchmark_btc_buy_hold,benchmark,2026-01-25T13:00:00+00:00,9962.134833600518,-0.003786516639948223
benchmark_btc_buy_hold,benchmark,2026-01-25T14:00:00+00:00,9937.2760157779,-0.006272398422210057
benchmark_btc_buy_hold,benchmark,2026-01-25T15:00:00+00:00,9910.44552065164,-0.008955447934836047
benchmark_btc_buy_hold,benchmark,2026-01-25T16:00:00+00:00,9868.334526422155,-0.013166547357784442
benchmark_btc_buy_hold,benchmark,2026-01-25T17:00:00+00:00,9852.762756808168,-0.014723724319183229
benchmark_btc_buy_hold,benchmark,2026-01-25T18:00:00+00:00,9793.410788883772,-0.02065892111162282
benchmark_btc_buy_hold,benchmark,2026-01-25T19:00:00+00:00,9690.715528415118,-0.030928447158488193
benchmark_btc_buy_hold,benchmark,2026-01-25T20:00:00+00:00,9709.009557033565,-0.02909904429664345
benchmark_btc_buy_hold,benchmark,2026-01-25T21:00:00+00:00,9698.288561695015,-0.03017114383049846
benchmark_btc_buy_hold,benchmark,2026-01-25T22:00:00+00:00,9694.950153533167,-0.030504984646683275
benchmark_btc_buy_hold,benchmark,2026-01-25T23:00:00+00:00,9710.129828228817,-0.02898701717711827
benchmark_btc_buy_hold,benchmark,2026-01-26T00:00:00+00:00,9729.163235836131,-0.02708367641638687
benchmark_btc_buy_hold,benchmark,2026-01-26T01:00:00+00:00,9824.789585062752,-0.017521041493724798
benchmark_btc_buy_hold,benchmark,2026-01-26T02:00:00+00:00,9832.306604782885,-0.016769339521711446
benchmark_btc_buy_hold,benchmark,2026-01-26T03:00:00+00:00,9777.021221297251,-0.02229787787027493
