split,index_in_split,filename,instance_path
train,3201,cpbsd_instance_381_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_381_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3202,cpbsd_instance_3820_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_3820_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3203,cpbsd_instance_3821_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_3821_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3204,cpbsd_instance_3822_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_3822_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3205,cpbsd_instance_3823_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_3823_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3206,cpbsd_instance_3824_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_3824_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3207,cpbsd_instance_3825_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_3825_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3208,cpbsd_instance_3826_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_3826_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3209,cpbsd_instance_3827_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_3827_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3210,cpbsd_instance_3828_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_3828_N5_K50_normal_rho0.0_full_hvhm.msgpack
