split,index_in_split,filename,instance_path
train,401,cpbsd_instance_1274_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_1274_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,402,cpbsd_instance_1275_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_1275_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,403,cpbsd_instance_1276_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_1276_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,404,cpbsd_instance_1277_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_1277_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,405,cpbsd_instance_1278_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_1278_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,406,cpbsd_instance_1279_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_1279_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,407,cpbsd_instance_127_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_127_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,408,cpbsd_instance_1280_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_1280_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,409,cpbsd_instance_1281_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_1281_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,410,cpbsd_instance_1282_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_1282_N5_K50_normal_rho0.0_full_hvhm.msgpack
