split,index_in_split,filename,instance_path
train,3401,cpbsd_instance_4001_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_4001_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3402,cpbsd_instance_4002_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_4002_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3403,cpbsd_instance_4003_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_4003_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3404,cpbsd_instance_4004_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_4004_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3405,cpbsd_instance_4005_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_4005_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3406,cpbsd_instance_4006_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_4006_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3407,cpbsd_instance_4007_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_4007_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3408,cpbsd_instance_4008_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_4008_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3409,cpbsd_instance_4009_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_4009_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3410,cpbsd_instance_400_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_400_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3411,cpbsd_instance_4010_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_4010_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3412,cpbsd_instance_4011_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_4011_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3413,cpbsd_instance_4012_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_4012_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3414,cpbsd_instance_4013_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_4013_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3415,cpbsd_instance_4014_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_4014_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3416,cpbsd_instance_4015_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_4015_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3417,cpbsd_instance_4016_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_4016_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3418,cpbsd_instance_4017_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_4017_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3419,cpbsd_instance_4018_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_4018_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3420,cpbsd_instance_4019_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_4019_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3421,cpbsd_instance_401_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_401_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3422,cpbsd_instance_4020_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_4020_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3423,cpbsd_instance_4021_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_4021_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3424,cpbsd_instance_4022_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_4022_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3425,cpbsd_instance_4023_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_4023_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3426,cpbsd_instance_4024_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_4024_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3427,cpbsd_instance_4025_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_4025_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3428,cpbsd_instance_4026_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_4026_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3429,cpbsd_instance_4027_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_4027_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3430,cpbsd_instance_4028_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_4028_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3431,cpbsd_instance_4029_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_4029_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,3432,cpbsd_instance_402_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_402_N5_K50_normal_rho0.0_full_hvhm.msgpack
