split,index_in_split,filename,instance_path
train,201,cpbsd_instance_1092_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_1092_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,202,cpbsd_instance_1093_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_1093_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,203,cpbsd_instance_1094_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_1094_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,204,cpbsd_instance_1095_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_1095_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,205,cpbsd_instance_1096_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_1096_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,206,cpbsd_instance_1097_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_1097_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,207,cpbsd_instance_1098_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_1098_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,208,cpbsd_instance_1099_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_1099_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,209,cpbsd_instance_109_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_109_N5_K50_normal_rho0.0_full_hvhm.msgpack
train,210,cpbsd_instance_1100_N5_K50_normal_rho0.0_full_hvhm.msgpack,/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_gcn_single_setting_n5_normal_rho0_full_hvhm/all_instances/cpbsd_instance_1100_N5_K50_normal_rho0.0_full_hvhm.msgpack
